Source,Target,Weight
Transformers: Choujin Master Force,SF Saiyuuki Starzinger,0.75
Transformers: Choujin Master Force,Uchuu no Kishi Tekkaman,0.75
Transformers: Choujin Master Force,Genshi Shounen Ryuu,0.75
Transformers: Choujin Master Force,Brain Powerd,0.75
Transformers: Choujin Master Force,Eat-Man '98,0.75
Transformers: Choujin Master Force,Soreyuke! Uchuu Senkan Yamamoto Youko (1999),0.75
Transformers: Choujin Master Force,Trigun,0.75
Transformers: The☆Headmasters,Black Cat (TV),0.75
Transformers: The☆Headmasters,Last Exile,0.75
Transformers: The☆Headmasters,Gad Guard,0.75
Transformers: The☆Headmasters,Sakura Taisen,0.75
Transformers: The☆Headmasters,Yuusha-Ou GaoGaiGar,0.75
Transformers: The☆Headmasters,Transformers: Choujin Master Force,0.75
Transformers: The☆Headmasters,Tatakae! Chou Robot Seimeitai Transformers Victory,0.75
Transformers: The☆Headmasters,The Third: Aoi Hitomi no Shoujo,0.75
Transformers: The☆Headmasters,Daikuu Maryuu Gaiking,0.75
Transformers: The☆Headmasters,Heat Guy J,0.75
Transformers: The☆Headmasters,Astro Boy: Tetsuwan Atom,0.75
Transformers: The☆Headmasters,Oban Star-Racers,0.75
Transformers: The☆Headmasters,SF Saiyuuki Starzinger,0.75
Transformers: The☆Headmasters,Uchuu no Kishi Tekkaman,0.75
Transformers: The☆Headmasters,Genshi Shounen Ryuu,0.75
Transformers: The☆Headmasters,Brain Powerd,0.75
Transformers: The☆Headmasters,Eat-Man '98,0.75
Transformers: The☆Headmasters,Soreyuke! Uchuu Senkan Yamamoto Youko (1999),0.75
Transformers: The☆Headmasters,Trigun,0.75
Tatakae! Chou Robot Seimeitai Transformers Victory,Black Cat (TV),0.75
Tatakae! Chou Robot Seimeitai Transformers Victory,Last Exile,0.75
Tatakae! Chou Robot Seimeitai Transformers Victory,Gad Guard,0.75
Tatakae! Chou Robot Seimeitai Transformers Victory,Sakura Taisen,0.75
Tatakae! Chou Robot Seimeitai Transformers Victory,Yuusha-Ou GaoGaiGar,0.75
Tatakae! Chou Robot Seimeitai Transformers Victory,Transformers: Choujin Master Force,0.75
Tatakae! Chou Robot Seimeitai Transformers Victory,Transformers: The☆Headmasters,0.75
Tatakae! Chou Robot Seimeitai Transformers Victory,The Third: Aoi Hitomi no Shoujo,0.75
Tatakae! Chou Robot Seimeitai Transformers Victory,Daikuu Maryuu Gaiking,0.75
Tatakae! Chou Robot Seimeitai Transformers Victory,Heat Guy J,0.75
Tatakae! Chou Robot Seimeitai Transformers Victory,Astro Boy: Tetsuwan Atom,0.75
Tatakae! Chou Robot Seimeitai Transformers Victory,Oban Star-Racers,0.75
Tatakae! Chou Robot Seimeitai Transformers Victory,SF Saiyuuki Starzinger,0.75
Tatakae! Chou Robot Seimeitai Transformers Victory,Uchuu no Kishi Tekkaman,0.75
Tatakae! Chou Robot Seimeitai Transformers Victory,Genshi Shounen Ryuu,0.75
Tatakae! Chou Robot Seimeitai Transformers Victory,Brain Powerd,0.75
Tatakae! Chou Robot Seimeitai Transformers Victory,Eat-Man '98,0.75
Tatakae! Chou Robot Seimeitai Transformers Victory,Soreyuke! Uchuu Senkan Yamamoto Youko (1999),0.75
Tatakae! Chou Robot Seimeitai Transformers Victory,Trigun,0.75
The Third: Aoi Hitomi no Shoujo,Black Cat (TV),0.75
The Third: Aoi Hitomi no Shoujo,Last Exile,0.75
The Third: Aoi Hitomi no Shoujo,Gad Guard,0.75
The Third: Aoi Hitomi no Shoujo,Sakura Taisen,0.75
The Third: Aoi Hitomi no Shoujo,Yuusha-Ou GaoGaiGar,0.75
The Third: Aoi Hitomi no Shoujo,Transformers: Choujin Master Force,0.75
The Third: Aoi Hitomi no Shoujo,Transformers: The☆Headmasters,0.75
The Third: Aoi Hitomi no Shoujo,Tatakae! Chou Robot Seimeitai Transformers Victory,0.75
The Third: Aoi Hitomi no Shoujo,Daikuu Maryuu Gaiking,0.75
The Third: Aoi Hitomi no Shoujo,Heat Guy J,0.75
The Third: Aoi Hitomi no Shoujo,Astro Boy: Tetsuwan Atom,0.75
The Third: Aoi Hitomi no Shoujo,Oban Star-Racers,0.75
The Third: Aoi Hitomi no Shoujo,SF Saiyuuki Starzinger,0.75
The Third: Aoi Hitomi no Shoujo,Uchuu no Kishi Tekkaman,0.75
The Third: Aoi Hitomi no Shoujo,Genshi Shounen Ryuu,0.75
The Third: Aoi Hitomi no Shoujo,Brain Powerd,0.75
The Third: Aoi Hitomi no Shoujo,Eat-Man '98,0.75
The Third: Aoi Hitomi no Shoujo,Soreyuke! Uchuu Senkan Yamamoto Youko (1999),0.75
The Third: Aoi Hitomi no Shoujo,Trigun,0.75
The Third: Aoi Hitomi no Shoujo,Witchblade,0.75
The Third: Aoi Hitomi no Shoujo,IGPX: Immortal Grand Prix (2005) 2nd Season,0.75
Daikuu Maryuu Gaiking,Black Cat (TV),0.75
Daikuu Maryuu Gaiking,Last Exile,0.75
Daikuu Maryuu Gaiking,Gad Guard,0.75
Daikuu Maryuu Gaiking,Sakura Taisen,0.75
Daikuu Maryuu Gaiking,Yuusha-Ou GaoGaiGar,0.75
Daikuu Maryuu Gaiking,Transformers: Choujin Master Force,0.75
Daikuu Maryuu Gaiking,Transformers: The☆Headmasters,0.75
Daikuu Maryuu Gaiking,Tatakae! Chou Robot Seimeitai Transformers Victory,0.75
Daikuu Maryuu Gaiking,The Third: Aoi Hitomi no Shoujo,0.75
Daikuu Maryuu Gaiking,Heat Guy J,0.75
Daikuu Maryuu Gaiking,Astro Boy: Tetsuwan Atom,0.75
Daikuu Maryuu Gaiking,Oban Star-Racers,0.75
Daikuu Maryuu Gaiking,SF Saiyuuki Starzinger,0.75
Daikuu Maryuu Gaiking,Uchuu no Kishi Tekkaman,0.75
Daikuu Maryuu Gaiking,Genshi Shounen Ryuu,0.75
Daikuu Maryuu Gaiking,Brain Powerd,0.75
Daikuu Maryuu Gaiking,Eat-Man '98,0.75
Daikuu Maryuu Gaiking,Soreyuke! Uchuu Senkan Yamamoto Youko (1999),0.75
Daikuu Maryuu Gaiking,Trigun,0.75
Heat Guy J,Black Cat (TV),0.75
Heat Guy J,Last Exile,0.75
Heat Guy J,Gad Guard,0.75
Heat Guy J,Sakura Taisen,0.75
Heat Guy J,Yuusha-Ou GaoGaiGar,0.75
Heat Guy J,Transformers: Choujin Master Force,0.75
Heat Guy J,Transformers: The☆Headmasters,0.75
Heat Guy J,Tatakae! Chou Robot Seimeitai Transformers Victory,0.75
Heat Guy J,The Third: Aoi Hitomi no Shoujo,0.75
Heat Guy J,Daikuu Maryuu Gaiking,0.75
Heat Guy J,Astro Boy: Tetsuwan Atom,0.75
Heat Guy J,Oban Star-Racers,0.75
Heat Guy J,SF Saiyuuki Starzinger,0.75
Heat Guy J,Uchuu no Kishi Tekkaman,0.75
Heat Guy J,Genshi Shounen Ryuu,0.75
Heat Guy J,Brain Powerd,0.75
Heat Guy J,Eat-Man '98,0.75
Heat Guy J,Soreyuke! Uchuu Senkan Yamamoto Youko (1999),0.75
Heat Guy J,Trigun,0.75
Heat Guy J,Bomberman Jetters,0.8
Astro Boy: Tetsuwan Atom,Black Cat (TV),0.75
Astro Boy: Tetsuwan Atom,Last Exile,1.0
Astro Boy: Tetsuwan Atom,Gad Guard,1.0
Astro Boy: Tetsuwan Atom,Sakura Taisen,0.75
Astro Boy: Tetsuwan Atom,Yuusha-Ou GaoGaiGar,0.75
Astro Boy: Tetsuwan Atom,Transformers: Choujin Master Force,0.75
Astro Boy: Tetsuwan Atom,Transformers: The☆Headmasters,0.75
Astro Boy: Tetsuwan Atom,Tatakae! Chou Robot Seimeitai Transformers Victory,0.75
Astro Boy: Tetsuwan Atom,The Third: Aoi Hitomi no Shoujo,0.75
Astro Boy: Tetsuwan Atom,Daikuu Maryuu Gaiking,0.75
Astro Boy: Tetsuwan Atom,Heat Guy J,0.75
Astro Boy: Tetsuwan Atom,Oban Star-Racers,0.75
Astro Boy: Tetsuwan Atom,SF Saiyuuki Starzinger,0.75
Astro Boy: Tetsuwan Atom,Uchuu no Kishi Tekkaman,0.75
Astro Boy: Tetsuwan Atom,Genshi Shounen Ryuu,0.75
Astro Boy: Tetsuwan Atom,Brain Powerd,0.75
Astro Boy: Tetsuwan Atom,Eat-Man '98,0.75
Astro Boy: Tetsuwan Atom,Soreyuke! Uchuu Senkan Yamamoto Youko (1999),0.75
Astro Boy: Tetsuwan Atom,Trigun,0.75
Oban Star-Racers,Black Cat (TV),0.75
Oban Star-Racers,Last Exile,0.75
Oban Star-Racers,Gad Guard,0.75
Oban Star-Racers,Sakura Taisen,0.75
Oban Star-Racers,Yuusha-Ou GaoGaiGar,0.75
Oban Star-Racers,Transformers: Choujin Master Force,0.75
Oban Star-Racers,Transformers: The☆Headmasters,0.75
Oban Star-Racers,Tatakae! Chou Robot Seimeitai Transformers Victory,0.75
Oban Star-Racers,The Third: Aoi Hitomi no Shoujo,0.75
Oban Star-Racers,Daikuu Maryuu Gaiking,0.75
Oban Star-Racers,Heat Guy J,0.75
Oban Star-Racers,Astro Boy: Tetsuwan Atom,0.75
Oban Star-Racers,SF Saiyuuki Starzinger,0.75
Oban Star-Racers,Uchuu no Kishi Tekkaman,0.75
Oban Star-Racers,Genshi Shounen Ryuu,0.75
Oban Star-Racers,Brain Powerd,0.75
Oban Star-Racers,Eat-Man '98,0.75
Oban Star-Racers,Soreyuke! Uchuu Senkan Yamamoto Youko (1999),0.75
Oban Star-Racers,Trigun,0.75
Oban Star-Racers,009-1,0.75
Oban Star-Racers,Super Robot Taisen OG: Divine Wars,0.75
SF Saiyuuki Starzinger,Black Cat (TV),0.75
SF Saiyuuki Starzinger,Last Exile,0.75
SF Saiyuuki Starzinger,Gad Guard,0.75
SF Saiyuuki Starzinger,Sakura Taisen,0.75
SF Saiyuuki Starzinger,Yuusha-Ou GaoGaiGar,0.75
SF Saiyuuki Starzinger,Transformers: Choujin Master Force,0.75
SF Saiyuuki Starzinger,Transformers: The☆Headmasters,0.75
SF Saiyuuki Starzinger,Tatakae! Chou Robot Seimeitai Transformers Victory,0.75
SF Saiyuuki Starzinger,The Third: Aoi Hitomi no Shoujo,0.75
SF Saiyuuki Starzinger,Daikuu Maryuu Gaiking,0.75
SF Saiyuuki Starzinger,Heat Guy J,0.75
SF Saiyuuki Starzinger,Astro Boy: Tetsuwan Atom,0.75
SF Saiyuuki Starzinger,Oban Star-Racers,0.75
SF Saiyuuki Starzinger,Uchuu no Kishi Tekkaman,0.75
SF Saiyuuki Starzinger,Genshi Shounen Ryuu,0.75
SF Saiyuuki Starzinger,Brain Powerd,0.75
SF Saiyuuki Starzinger,Eat-Man '98,0.75
SF Saiyuuki Starzinger,Soreyuke! Uchuu Senkan Yamamoto Youko (1999),0.75
SF Saiyuuki Starzinger,Trigun,0.75
SF Saiyuuki Starzinger,Uchuu Kaizoku Captain Herlock,0.8
Uchuu no Kishi Tekkaman,Black Cat (TV),0.75
Uchuu no Kishi Tekkaman,Last Exile,0.75
Uchuu no Kishi Tekkaman,Gad Guard,0.75
Uchuu no Kishi Tekkaman,Sakura Taisen,0.75
Uchuu no Kishi Tekkaman,Yuusha-Ou GaoGaiGar,0.75
Uchuu no Kishi Tekkaman,Transformers: Choujin Master Force,0.75
Uchuu no Kishi Tekkaman,Transformers: The☆Headmasters,0.75
Uchuu no Kishi Tekkaman,Tatakae! Chou Robot Seimeitai Transformers Victory,0.75
Uchuu no Kishi Tekkaman,The Third: Aoi Hitomi no Shoujo,0.75
Uchuu no Kishi Tekkaman,Daikuu Maryuu Gaiking,0.75
Uchuu no Kishi Tekkaman,Heat Guy J,0.75
Uchuu no Kishi Tekkaman,Astro Boy: Tetsuwan Atom,0.75
Uchuu no Kishi Tekkaman,Oban Star-Racers,0.75
Uchuu no Kishi Tekkaman,SF Saiyuuki Starzinger,0.75
Uchuu no Kishi Tekkaman,Genshi Shounen Ryuu,0.75
Uchuu no Kishi Tekkaman,Brain Powerd,0.75
Uchuu no Kishi Tekkaman,Eat-Man '98,0.75
Uchuu no Kishi Tekkaman,Soreyuke! Uchuu Senkan Yamamoto Youko (1999),0.75
Uchuu no Kishi Tekkaman,Trigun,0.75
Genshi Shounen Ryuu,Black Cat (TV),0.75
Genshi Shounen Ryuu,Last Exile,0.75
Genshi Shounen Ryuu,Gad Guard,0.75
Genshi Shounen Ryuu,Sakura Taisen,0.75
Genshi Shounen Ryuu,Yuusha-Ou GaoGaiGar,0.75
Genshi Shounen Ryuu,Transformers: Choujin Master Force,0.75
Genshi Shounen Ryuu,Transformers: The☆Headmasters,0.75
Genshi Shounen Ryuu,Tatakae! Chou Robot Seimeitai Transformers Victory,0.75
Genshi Shounen Ryuu,The Third: Aoi Hitomi no Shoujo,0.75
Genshi Shounen Ryuu,Daikuu Maryuu Gaiking,0.75
Genshi Shounen Ryuu,Heat Guy J,0.75
Genshi Shounen Ryuu,Astro Boy: Tetsuwan Atom,0.75
Genshi Shounen Ryuu,Oban Star-Racers,0.75
Genshi Shounen Ryuu,SF Saiyuuki Starzinger,0.75
Genshi Shounen Ryuu,Uchuu no Kishi Tekkaman,0.75
Genshi Shounen Ryuu,Brain Powerd,0.75
Genshi Shounen Ryuu,Eat-Man '98,0.75
Genshi Shounen Ryuu,Soreyuke! Uchuu Senkan Yamamoto Youko (1999),0.75
Genshi Shounen Ryuu,Trigun,0.75
Eat-Man '98,Black Cat (TV),0.75
Eat-Man '98,Last Exile,0.75
Eat-Man '98,Gad Guard,0.75
Eat-Man '98,Sakura Taisen,0.75
Eat-Man '98,Yuusha-Ou GaoGaiGar,0.75
Eat-Man '98,Transformers: Choujin Master Force,0.75
Eat-Man '98,Transformers: The☆Headmasters,0.75
Eat-Man '98,Tatakae! Chou Robot Seimeitai Transformers Victory,0.75
Eat-Man '98,The Third: Aoi Hitomi no Shoujo,0.75
Eat-Man '98,Daikuu Maryuu Gaiking,0.75
Eat-Man '98,Heat Guy J,0.75
Eat-Man '98,Astro Boy: Tetsuwan Atom,0.75
Eat-Man '98,Oban Star-Racers,0.75
Eat-Man '98,SF Saiyuuki Starzinger,0.75
Eat-Man '98,Uchuu no Kishi Tekkaman,0.75
Eat-Man '98,Genshi Shounen Ryuu,0.75
Eat-Man '98,Brain Powerd,0.75
Eat-Man '98,Soreyuke! Uchuu Senkan Yamamoto Youko (1999),0.75
Eat-Man '98,Trigun,0.75
Eat-Man '98,Saber Marionette J to X,0.8
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),Black Cat (TV),0.75
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),Last Exile,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),Gad Guard,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),Sakura Taisen,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),Yuusha-Ou GaoGaiGar,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),Transformers: Choujin Master Force,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),Transformers: The☆Headmasters,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),Tatakae! Chou Robot Seimeitai Transformers Victory,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),The Third: Aoi Hitomi no Shoujo,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),Daikuu Maryuu Gaiking,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),Heat Guy J,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),Astro Boy: Tetsuwan Atom,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),Oban Star-Racers,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),SF Saiyuuki Starzinger,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),Uchuu no Kishi Tekkaman,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),Genshi Shounen Ryuu,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),Brain Powerd,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),Eat-Man '98,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),Trigun,0.75
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),A.D. Police (TV),0.75
Black Cat (TV),Last Exile,0.75
Black Cat (TV),Gad Guard,0.75
Black Cat (TV),Sakura Taisen,0.75
Black Cat (TV),Yuusha-Ou GaoGaiGar,0.75
Black Cat (TV),Transformers: Choujin Master Force,0.75
Black Cat (TV),Transformers: The☆Headmasters,0.75
Black Cat (TV),Tatakae! Chou Robot Seimeitai Transformers Victory,0.75
Black Cat (TV),The Third: Aoi Hitomi no Shoujo,0.75
Black Cat (TV),Daikuu Maryuu Gaiking,0.75
Black Cat (TV),Heat Guy J,0.75
Black Cat (TV),Astro Boy: Tetsuwan Atom,0.75
Black Cat (TV),Oban Star-Racers,0.75
Black Cat (TV),SF Saiyuuki Starzinger,0.75
Black Cat (TV),Uchuu no Kishi Tekkaman,0.75
Black Cat (TV),Genshi Shounen Ryuu,0.75
Black Cat (TV),Brain Powerd,0.75
Black Cat (TV),Eat-Man '98,0.75
Black Cat (TV),Soreyuke! Uchuu Senkan Yamamoto Youko (1999),0.75
Black Cat (TV),Trigun,0.75
Black Cat (TV),Solty Rei,0.75
Witchblade,The Third: Aoi Hitomi no Shoujo,0.75
Witchblade,Gintama,0.75
Witchblade,Zegapain,0.75
Witchblade,IGPX: Immortal Grand Prix (2005) 2nd Season,1.0
IGPX: Immortal Grand Prix (2005) 2nd Season,The Third: Aoi Hitomi no Shoujo,0.75
IGPX: Immortal Grand Prix (2005) 2nd Season,Gintama,0.75
IGPX: Immortal Grand Prix (2005) 2nd Season,Zegapain,0.75
IGPX: Immortal Grand Prix (2005) 2nd Season,Witchblade,1.0
Bomberman Jetters,Heat Guy J,0.8
Bomberman Jetters,Choujuushin Gravion,0.8
Bomberman Jetters,Choujuushin Gravion Zwei,0.8
Bomberman Jetters,Bannou Bunka Neko-Musume (1998),0.8
Bomberman Jetters,Seihou Bukyou Outlaw Star,0.8
Bomberman Jetters,Zoids,0.8
Bomberman Jetters,Coyote Ragtime Show,0.8
Bomberman Jetters,Saber Marionette J to X,0.8
Bomberman Jetters,"Zone of the Enders: Dolores, I",0.8
009-1,Oban Star-Racers,0.75
009-1,Super Robot Taisen OG: Divine Wars,1.0
Super Robot Taisen OG: Divine Wars,Oban Star-Racers,0.75
Super Robot Taisen OG: Divine Wars,009-1,1.0
Uchuu Kaizoku Captain Herlock,SF Saiyuuki Starzinger,0.8
Uchuu Kaizoku Captain Herlock,Ginga Tetsudou Monogatari,0.8
Uchuu Kaizoku Captain Herlock,Argento Soma,0.8
Uchuu Kaizoku Captain Herlock,Gun x Sword,0.8
Uchuu Kaizoku Captain Herlock,Chou Denji Machine Voltes V,0.8
Uchuu Kaizoku Captain Herlock,s.CRY.ed,0.8
DT Eightron,Brain Powerd,0.75
DT Eightron,Trigun,0.75
DT Eightron,Cowboy Bebop,0.75
Saber Marionette J to X,Eat-Man '98,0.8
Saber Marionette J to X,Choujuushin Gravion Zwei,0.8
Saber Marionette J to X,Generator Gawl,0.83
Saber Marionette J to X,Bannou Bunka Neko-Musume (1998),0.8
Saber Marionette J to X,Seihou Bukyou Outlaw Star,0.8
Saber Marionette J to X,Bomberman Jetters,0.8
Saber Marionette J to X,Zoids,0.8
Saber Marionette J to X,Coyote Ragtime Show,0.8
Saber Marionette J to X,"Zone of the Enders: Dolores, I",0.8
A.D. Police (TV),Soreyuke! Uchuu Senkan Yamamoto Youko (1999),0.75
A.D. Police (TV),Dual! Parallel Lun-Lun Monogatari,0.75
Bouken Ou Beet,Onmyou Taisenki,1.0
Bouken Ou Beet,Senkaiden Houshin Engi,0.75
Bouken Ou Beet,Bouken Ou Beet Excellion,0.75
Senkaiden Houshin Engi,Onmyou Taisenki,0.75
Senkaiden Houshin Engi,Bouken Ou Beet Excellion,0.75
Senkaiden Houshin Engi,Bouken Ou Beet,0.75
Bouken Ou Beet Excellion,Onmyou Taisenki,0.75
Bouken Ou Beet Excellion,Senkaiden Houshin Engi,0.75
Bouken Ou Beet Excellion,Bouken Ou Beet,0.75
Onmyou Taisenki,Senkaiden Houshin Engi,0.75
Onmyou Taisenki,Bouken Ou Beet Excellion,0.75
Onmyou Taisenki,Bouken Ou Beet,1.0
Hachimitsu to Clover,Ai Yori Aoshi,0.75
Hachimitsu to Clover,Aishiteruze Baby★★,0.75
Hachimitsu to Clover,Final Approach,0.75
Hachimitsu to Clover,Futakoi Alternative,1.0
Hachimitsu to Clover,Kareshi Kanojo no Jijou,0.75
Hachimitsu to Clover,Happy☆Lesson (TV),0.75
Hachimitsu to Clover,Marmalade Boy,0.75
Hachimitsu to Clover,Ai Yori Aoshi: Enishi,0.75
Hachimitsu to Clover,Okusama wa Joshikousei (TV),0.75
Hachimitsu to Clover,To Heart 2,0.75
Hachimitsu to Clover,I My Me! Strawberry Eggs,0.75
Hachimitsu to Clover,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,0.75
Hachimitsu to Clover,Mahoraba: Heartful days,0.75
Hachimitsu to Clover,Hanbun no Tsuki ga Noboru Sora,0.75
Hachimitsu to Clover,Mahou no Stage Fancy Lala,0.75
Hachimitsu to Clover,Koi Koi 7,0.75
Hachimitsu to Clover,Canvas 2: Nijiiro no Sketch,0.75
Hachimitsu to Clover,Comic Party Revolution,0.75
Hachimitsu to Clover,Rec,0.75
Hachimitsu to Clover,Sister Princess,0.75
Hachimitsu to Clover,Gokinjo Monogatari,0.75
Hachimitsu to Clover,Kimagure Orange☆Road,0.75
Hachimitsu to Clover,NHK ni Youkoso!,0.75
Hachimitsu to Clover,Maison Ikkoku,0.75
Hachimitsu to Clover,Kodomo no Omocha (TV),0.75
Hachimitsu to Clover,Kirarin☆Revolution,0.75
Hachimitsu to Clover,Otome wa Boku ni Koishiteru,0.75
Hachimitsu to Clover,Kiniro no Corda: Primo Passo,0.75
Hachimitsu to Clover,Gift: Eternal Rainbow,0.75
Hachimitsu to Clover,Hataraki Man,0.75
Aishiteruze Baby★★,Ai Yori Aoshi,0.75
Aishiteruze Baby★★,Final Approach,0.75
Aishiteruze Baby★★,Futakoi Alternative,0.75
Aishiteruze Baby★★,Kareshi Kanojo no Jijou,0.75
Aishiteruze Baby★★,Happy☆Lesson (TV),0.75
Aishiteruze Baby★★,Marmalade Boy,0.75
Aishiteruze Baby★★,Ai Yori Aoshi: Enishi,0.75
Aishiteruze Baby★★,Okusama wa Joshikousei (TV),0.75
Aishiteruze Baby★★,To Heart 2,0.75
Aishiteruze Baby★★,I My Me! Strawberry Eggs,0.75
Aishiteruze Baby★★,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,0.75
Aishiteruze Baby★★,Mahoraba: Heartful days,0.75
Aishiteruze Baby★★,Hanbun no Tsuki ga Noboru Sora,0.75
Aishiteruze Baby★★,Mahou no Stage Fancy Lala,0.75
Aishiteruze Baby★★,Canvas 2: Nijiiro no Sketch,0.75
Aishiteruze Baby★★,Rec,0.75
Aishiteruze Baby★★,Sister Princess,0.75
Aishiteruze Baby★★,Gokinjo Monogatari,0.75
Aishiteruze Baby★★,Kimagure Orange☆Road,0.75
Aishiteruze Baby★★,NHK ni Youkoso!,0.75
Aishiteruze Baby★★,Maison Ikkoku,0.75
Aishiteruze Baby★★,Kodomo no Omocha (TV),0.75
Aishiteruze Baby★★,Kirarin☆Revolution,0.75
Aishiteruze Baby★★,Otome wa Boku ni Koishiteru,0.75
Aishiteruze Baby★★,Kiniro no Corda: Primo Passo,0.75
Aishiteruze Baby★★,Gift: Eternal Rainbow,0.75
Aishiteruze Baby★★,Hataraki Man,0.75
Aishiteruze Baby★★,Hachimitsu to Clover,0.75
Aishiteruze Baby★★,Midori no Hibi,0.8
Final Approach,Ai Yori Aoshi,0.75
Final Approach,Aishiteruze Baby★★,0.75
Final Approach,Futakoi Alternative,0.75
Final Approach,Kareshi Kanojo no Jijou,0.75
Final Approach,Happy☆Lesson (TV),0.75
Final Approach,Marmalade Boy,0.75
Final Approach,Ai Yori Aoshi: Enishi,0.75
Final Approach,Okusama wa Joshikousei (TV),0.75
Final Approach,To Heart 2,0.75
Final Approach,I My Me! Strawberry Eggs,0.75
Final Approach,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,1.0
Final Approach,Mahoraba: Heartful days,0.75
Final Approach,Hanbun no Tsuki ga Noboru Sora,0.75
Final Approach,Mahou no Stage Fancy Lala,0.75
Final Approach,Canvas 2: Nijiiro no Sketch,0.75
Final Approach,Rec,0.75
Final Approach,Sister Princess,0.75
Final Approach,Gokinjo Monogatari,0.75
Final Approach,Kimagure Orange☆Road,0.75
Final Approach,NHK ni Youkoso!,0.75
Final Approach,Maison Ikkoku,0.75
Final Approach,Kodomo no Omocha (TV),0.75
Final Approach,Kirarin☆Revolution,0.75
Final Approach,Otome wa Boku ni Koishiteru,0.75
Final Approach,Kiniro no Corda: Primo Passo,0.75
Final Approach,Gift: Eternal Rainbow,0.75
Final Approach,Hataraki Man,0.75
Final Approach,Futakoi,0.75
Final Approach,Hachimitsu to Clover,0.75
Final Approach,School Rumble,0.75
Full Moon wo Sagashite,Ai Yori Aoshi,0.8
Full Moon wo Sagashite,Happy☆Lesson (TV),0.8
Full Moon wo Sagashite,Psychic Academy,0.8
Full Moon wo Sagashite,D.C.S.S: Da Capo Second Season,0.8
Futakoi Alternative,Ai Yori Aoshi,0.75
Futakoi Alternative,Aishiteruze Baby★★,0.75
Futakoi Alternative,Final Approach,0.75
Futakoi Alternative,Kareshi Kanojo no Jijou,0.75
Futakoi Alternative,Happy☆Lesson (TV),0.75
Futakoi Alternative,Marmalade Boy,0.75
Futakoi Alternative,Ai Yori Aoshi: Enishi,0.75
Futakoi Alternative,Okusama wa Joshikousei (TV),0.75
Futakoi Alternative,To Heart 2,0.75
Futakoi Alternative,I My Me! Strawberry Eggs,0.75
Futakoi Alternative,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,0.75
Futakoi Alternative,Mahoraba: Heartful days,0.75
Futakoi Alternative,Hanbun no Tsuki ga Noboru Sora,0.75
Futakoi Alternative,Mahou no Stage Fancy Lala,0.75
Futakoi Alternative,Koi Koi 7,0.75
Futakoi Alternative,Canvas 2: Nijiiro no Sketch,0.75
Futakoi Alternative,Comic Party Revolution,0.75
Futakoi Alternative,Rec,0.75
Futakoi Alternative,Sister Princess,0.75
Futakoi Alternative,Gokinjo Monogatari,0.75
Futakoi Alternative,Kimagure Orange☆Road,0.75
Futakoi Alternative,NHK ni Youkoso!,0.75
Futakoi Alternative,Maison Ikkoku,0.75
Futakoi Alternative,Kodomo no Omocha (TV),0.75
Futakoi Alternative,Kirarin☆Revolution,0.75
Futakoi Alternative,Otome wa Boku ni Koishiteru,0.75
Futakoi Alternative,Kiniro no Corda: Primo Passo,0.75
Futakoi Alternative,Gift: Eternal Rainbow,0.75
Futakoi Alternative,Hataraki Man,0.75
Futakoi Alternative,Hachimitsu to Clover,1.0
Kareshi Kanojo no Jijou,Ai Yori Aoshi,0.75
Kareshi Kanojo no Jijou,Aishiteruze Baby★★,0.75
Kareshi Kanojo no Jijou,Final Approach,0.75
Kareshi Kanojo no Jijou,Futakoi Alternative,0.75
Kareshi Kanojo no Jijou,Happy☆Lesson (TV),0.75
Kareshi Kanojo no Jijou,Marmalade Boy,0.75
Kareshi Kanojo no Jijou,Ai Yori Aoshi: Enishi,0.75
Kareshi Kanojo no Jijou,Okusama wa Joshikousei (TV),0.75
Kareshi Kanojo no Jijou,To Heart 2,0.75
Kareshi Kanojo no Jijou,I My Me! Strawberry Eggs,0.75
